Date,In-game Date,Activity,Season,Weather,Luck,Time Spent (in minutes),Gold on Hand,Primary Activity Gold,Non-Activity Gold,Expenses,Pickaxe,Axe,Sword,Hoe,Scythe,Pan,Rod,Tackle,Farming Lvl.,Fishing Lvl.,Mining Lvl.,Foraging Lvl.,Fighting Lvl.
12/20/25,"Day 24, Year 1",Farming,Spring,Sunny,Good Humor,3:20:00,"1,843.00","2,520.00",0,0,Base,Base,Rusty,Base,Base,None,Training,None,5,0,2,3,0
12/20/25,"Day 25, Year 1",Farming,Spring,Sunny,Very Displeased,2:50:00,"4,363.00","4,580.00",0,"2,000.00",Base,Base,Rusty,Base,Base,None,Training,None,5,1,2,3,0
12/20/25,"Day 26, Year 1",Farming,Spring,Rainy,Very Happy,0:50:00,"6,943.00","2,503.00",0,"6,000.00",Base,Base,Rusty,Base,Base,None,Training,None,5,1,2,3,0
12/20/25,"Day 27, Year 1",Farming,Spring,Sunny,Very Happy,0:40:00,"3,446.00",0,500,0,Copper,Base,Rusty,Base,Base,None,Training,None,5,1,2,3,0
12/20/25,"Day 28, Year 1",Farming,Spring,Sunny,Neutral,0:40:00,"3,946.00","1,871.00",0,0,Copper,Base,Rusty,Base,Base,None,Training,None,5,2,2,3,0
12/30/25,"Day 1, Year 1",Farming,Summer,Sunny,Neutral,5:30:00,"5,817.00",0,0,"3,040.00",Copper,Base,Rusty,Base,Base,None,Training,None,5,2,2,3,0
12/30/25,"Day 2, Year 1",Farming,Summer,Sunny,Annoyed/Mildly Perturbed,3:00:00,"2,777.00",0,240,"1,280.00",Copper,Base,Rusty,Base,Base,None,Training,None,5,2,2,3,0
12/30/25,"Day 3, Year 1",Farming,Summer,Sunny,Good Humor,2:00:00,"1,737.00",0,0,0,Copper,Base,Rusty,Base,Base,None,Training,None,5,2,2,3,1
12/30/25,"Day 4, Year 1",Farming,Summer,Sunny,Good Humor,1:50:00,"1,737.00",0,0,"1,500.00",Copper,Base,Rusty,Base,Base,None,Training,None,5,2,2,3,1
12/30/25,"Day 5, Year 1",Farming,Summer,Sunny,Good Humor,3:10:00,237,0,0,0,Copper,Base,Rusty,Base,Base,None,Training,None,5,2,2,3,1
12/30/25,"Day 6, Year 1",Farming,Summer,Sunny,Very Displeased,3:20:00,237,"1,155.00",0,0,Copper,Base,Rusty,Base,Base,None,Training,None,5,2,2,3,1
12/30/25,"Day 7, Year 1",Farming,Summer,Sunny,Annoyed/Mildly Perturbed,4:00:00,"1,392.00","3,754.00",0,"1,080.00",Copper,Base,Rusty,Base,Base,None,Training,None,6,2,2,3,1
12/30/25,"Day 8, Year 1",Farming,Summer,Thunderstorm,Annoyed/Mildly Perturbed,0:00:00,"4,066.00",412,0,0,Copper,Base,Rusty,Base,Base,None,Training,None,6,2,2,3,1
12/30/25,"Day 9, Year 1",Farming,Summer,Sunny,Neutral,4:10:00,"4,478.00","1,111.00",0,275,Copper,Base,Rusty,Base,Base,None,Training,None,6,2,2,3,1
12/30/25,"Day 10, Year 1",Farming,Summer,Sunny,Annoyed/Mildly Perturbed,3:10:00,"5,314.00",200,0,0,Copper,Base,Rusty,Base,Base,None,Training,None,6,2,2,3,1
12/30/25,"Day 11, Year 1",Farming,Summer,Sunny,Neutral,3:20:00,"5,514.00",187,0,0,Copper,Base,Rusty,Base,Base,None,Training,None,6,2,2,3,1
12/30/25,"Day 12, Year 1",Farming,Summer,Sunny,Very Happy,3:20:00,"5,701.00","2,421.00",0,0,Copper,Base,Rusty,Base,Base,None,Training,None,6,2,2,3,1
12/30/25,"Day 13, Year 1",Farming,Summer,Thunderstorm,Good Humor,0:40:00,"8,122.00","1,161.00",0,0,Copper,Base,Rusty,Base,Base,None,Training,None,6,2,2,3,1
12/30/25,"Day 14, Year 1",Farming,Summer,Green Rain,Unknown,0:00:00,"9,283.00",0,0,0,Copper,Base,Rusty,Base,Base,None,Training,None,6,2,2,3,1
12/30/25,"Day 15, Year 1",Farming,Summer,Thunderstorm,Good Humor,0:30:00,"9,283.00","3,860.00",0,0,Copper,Base,Rusty,Base,Base,None,Training,None,6,2,3,3,1
12/30/25,"Day 16, Year 1",Farming,Summer,Thunderstorm,Very Happy,0:20:00,"13,143.00","1,247.00",0,"4,000.00",Copper,Base,Rusty,Base,Base,None,Training,None,7,2,3,3,1
12/30/25,"Day 17, Year 1",Farming,Summer,Sunny,Very Happy,1:20:00,"10,390.00",0,0,0,Copper,Base,Rusty,Base,Base,None,Training,None,7,2,3,3,1
12/30/25,"Day 18, Year 1",Farming,Summer,Sunny,Annoyed/Mildly Perturbed,2:40:00,"10,390.00","4,931.00",0,0,Copper,Base,Rusty,Base,Base,None,Training,None,7,2,3,3,1
12/30/25,"Day 19, Year 1",Farming,Summer,Sunny,Good Humor,4:20:00,"15,321.00","3,712.00",100,"3,100.00",Copper,Base,Rusty,Base,Base,None,Training,None,7,2,3,3,1
12/30/25,"Day 20, Year 1",Farming,Summer,Thunderstorm,Neutral,2:10:00,"16,033.00","1,377.00",240,"5,650.00",Copper,Base,Rusty,Base,Base,None,Training,None,7,2,3,3,1
12/30/25,"Day 21, Year 1",Farming,Summer,Sunny,Neutral,2:50:00,"12,000.00","4,059.00",550,0,Copper,Base,Rusty,Base,Base,None,Training,None,7,2,3,3,1
12/30/25,"Day 22, Year 1",Farming,Summer,Sunny,Very Displeased,3:50:00,"16,609.00","1,007.00",0,0,Copper,Base,Rusty,Base,Base,None,Training,None,7,2,3,3,1
12/30/25,"Day 23, Year 1",Farming,Summer,Sunny,Good Humor,2:30:00,"17,616.00","2,143.00",0,0,Copper,Base,Rusty,Base,Base,None,Training,None,7,2,3,3,1
12/30/25,"Day 24, Year 1",Farming,Summer,Thunderstorm,Very Happy,2:00:00,"19,759.00","3,025.00",0,"2,000.00",Copper,Base,Rusty,Base,Base,None,Training,None,8,2,3,3,1
12/30/25,"Day 25, Year 1",Farming,Summer,Sunny,Good Humor,1:40:00,"20,784.00",539,200,0,Copper,Base,Rusty,Base,Base,None,Training,None,8,2,3,3,1
12/30/25,"Day 26, Year 1",Farming,Summer,Thunderstorm,Very Displeased,1:10:00,"21,523.00","1,885.00",0,0,Copper,Copper,Rusty,Base,Base,None,Training,None,8,2,3,3,1
12/30/25,"Day 27, Year 1",Farming,Summer,Sunny,Good Humor,3:00:00,"23,408.00","3,570.00",0,"4,600.00",Copper,Copper,Rusty,Base,Base,None,Training,None,8,2,3,3,1
12/30/25,"Day 28, Year 1",Farming,Summer,Sunny,Good Humor,2:20:00,"22,378.00","1,531.00",0,0,Copper,Copper,Rusty,Base,Base,None,Training,None,8,2,3,3,1
1/6/26,"Day 1, Year 1",Farming,Fall,Sunny,Very Displeased,12:00:00,"23,909.00",455,0,"5,720.00",Copper,Copper,Rusty,Base,Base,None,Training,None,8,2,3,3,1
1/6/26,"Day 2, Year 1",Farming,Fall,Cloudy,Very Happy,5:10:00,"18,644.00",675,0,"1,520.00",Copper,Copper,Rusty,Base,Base,None,Training,None,8,2,3,3,1
1/6/26,"Day 3, Year 1",Farming,Fall,Sunny,Annoyed/Mildly Perturbed,3:10:00,"17,799.00",574,0,0,Copper,Copper,Rusty,Base,Base,None,Training,None,8,2,3,3,1
1/6/26,"Day 4, Year 1",Farming,Fall,Sunny,Neutral,3:40:00,"18,373.00",973,0,0,Copper,Copper,Rusty,Base,Base,None,Training,None,8,2,3,3,1
1/6/26,"Day 5, Year 1",Farming,Fall,Cloudy,Annoyed/Mildly Perturbed,5:00:00,"19,346.00","2,126.00",0,750,Copper,Copper,Rusty,Base,Base,None,Training,None,8,2,3,3,1
1/6/26,"Day 6, Year 1",Farming,Fall,Cloudy,Neutral,4:10:00,"20,722.00","2,698.00",0,0,Copper,Copper,Rusty,Base,Base,None,Training,None,8,2,3,3,1
1/6/26,"Day 7, Year 1",Farming,Fall,Sunny,Annoyed/Mildly Perturbed,4:00:00,"23,420.00","1,291.00",0,0,Copper,Copper,Rusty,Base,Base,None,Training,None,8,2,3,3,1
1/6/26,"Day 8, Year 1",Farming,Fall,Cloudy,Neutral,4:00:00,"24,711.00","1,035.00",0,0,Copper,Copper,Rusty,Base,Base,None,Training,None,8,2,3,3,1
1/6/26,"Day 9, Year 1",Farming,Fall,Sunny,Very Displeased,3:40:00,"25,746.00","2,387.00",0,750,Copper,Copper,Rusty,Base,Base,None,Training,None,8,2,3,3,1
1/6/26,"Day 10, Year 1",Farming,Fall,Cloudy,Good Humor,3:30:00,"27,383.00","1,399.00",0,0,Copper,Copper,Rusty,Base,Base,None,Training,None,8,2,3,3,1
1/6/26,"Day 11, Year 1",Farming,Fall,Rainy,Annoyed/Mildly Perturbed,2:30:00,"28,782.00","5,002.00",0,660,Copper,Copper,Rusty,Base,Base,None,Training,None,8,2,3,3,1
1/6/26,"Day 12, Year 1",Farming,Fall,Cloudy,Annoyed/Mildly Perturbed,4:10:00,"33,124.00","4,044.00",0,"5,780.00",Copper,Copper,Rusty,Base,Base,None,Training,None,9,2,3,3,1
1/6/26,"Day 13, Year 1",Farming,Fall,Sunny,Good Humor,1:20:00,"31,388.00","1,423.00",0,0,Copper,Copper,Rusty,Base,Base,None,Training,None,9,2,3,3,1
1/6/26,"Day 14, Year 1",Farming,Fall,Sunny,Neutral,5:40:00,"32,811.00","14,625.00",0,"1,230.00",Copper,Copper,Rusty,Base,Base,None,Training,None,9,2,3,3,1
1/6/26,"Day 15, Year 1",Farming,Fall,Cloudy,Very Happy,5:10:00,"46,206.00","3,543.00",0,0,Copper,Copper,Rusty,Base,Base,None,Training,None,9,2,3,3,1
1/6/26,"Day 16, Year 1",Farming,Fall,Sunny,Good Humor,3:10:00,"49,749.00","2,781.00",0,0,Copper,Copper,Rusty,Base,Base,None,Training,None,9,2,3,3,1
1/6/26,"Day 17, Year 1",Farming,Fall,Sunny,Good Humor,3:20:00,"52,530.00","1,677.00",0,0,Copper,Copper,Rusty,Base,Base,None,Training,None,9,2,3,3,1
1/6/26,"Day 18, Year 1",Farming,Fall,Cloudy,Neutral,3:20:00,"54,207.00","3,399.00",0,0,Copper,Copper,Rusty,Base,Base,None,Training,None,9,2,3,3,1
1/9/26,"Day 19, Year 1",Farming,Fall,Sunny,Annoyed/Mildly Perturbed,3:40:00,"57,606.00","3,882.00",0,0,Copper,Copper,Rusty,Base,Base,None,Training,None,9,2,3,4,1
1/9/26,"Day 20, Year 1",Farming,Fall,Sunny,Annoyed/Mildly Perturbed,3:40:00,"61,488.00","1,683.00",0,0,Copper,Copper,Rusty,Base,Base,None,Training,None,9,2,3,4,1
1/9/26,"Day 21, Year 1",Farming,Fall,Sunny,Good Humor,3:10:00,"63,171.00","5,224.00",0,0,Copper,Copper,Rusty,Base,Base,None,Training,None,9,2,3,4,1
1/9/26,"Day 22, Year 1",Farming,Fall,Cloudy,Good Humor,2:20:00,"68,395.00","4,499.00",0,0,Copper,Copper,Rusty,Base,Base,None,Training,None,9,2,3,4,1
1/9/26,"Day 23, Year 1",Farming,Fall,Rainy,Neutral,1:50:00,"72,894.00","1,817.00",0,0,Copper,Copper,Rusty,Base,Base,None,Training,None,9,2,3,4,1
1/9/26,"Day 24, Year 1",Farming,Fall,Sunny,Annoyed/Mildly Perturbed,3:00:00,"74,711.00","3,608.00",0,0,Copper,Copper,Rusty,Base,Base,None,Training,None,9,2,3,4,1
1/9/26,"Day 25, Year 1",Farming,Fall,Sunny,Very Happy,2:00:00,"78,319.00","1,418.00",0,0,Copper,Copper,Rusty,Base,Base,None,Training,None,10,2,3,4,1
1/9/26,"Day 26, Year 1",Farming,Fall,Sunny,Neutral,2:40:00,"79,737.00","2,915.00",0,0,Copper,Copper,Rusty,Base,Base,None,Training,None,10,2,3,4,1
1/9/26,"Day 27, Year 1",Farming,Fall,Sunny,Very Displeased,1:10:00,"82,652.00","2,288.00",0,0,Copper,Copper,Rusty,Base,Base,None,Training,None,10,2,3,4,1
1/9/26,"Day 28, Year 1",Farming,Fall,Cloudy,Good Humor,1:00:00,"84,940.00","1,708.00",0,0,Copper,Copper,Rusty,Base,Base,None,Training,None,10,2,3,4,1
1/9/26,"Day 1, Year 1",Farming,Winter,Sunny,Very Displeased,1:10:00,"86,648.00","1,493.00",0,0,Copper,Copper,Rusty,Base,Base,None,Training,None,10,2,3,4,1
1/9/26,"Day 2, Year 1",Farming,Winter,Snow,Neutral,0:30:00,"88,141.00",0,0,"1,000.00",Copper,Copper,Rusty,Base,Base,None,Training,None,10,2,3,4,1
1/9/26,"Day 3, Year 1",Farming,Winter,Snow,Annoyed/Mildly Perturbed,0:40:00,"87,141.00","2,181.00",0,0,Copper,Copper,Rusty,Base,Base,None,Training,None,10,2,3,4,1
1/9/26,"Day 4, Year 1",Farming,Winter,Snow,Good Humor,1:30:00,"89,322.00","1,684.00",0,"12,000.00",Copper,Copper,Rusty,Base,Base,None,Training,None,10,2,3,5,1
1/9/26,"Day 5, Year 1",Farming,Winter,Sunny,Very Displeased,1:10:00,"79,006.00","1,969.00",0,0,Copper,Copper,Rusty,Base,Base,None,Training,None,10,2,3,5,1
1/9/26,"Day 6, Year 1",Farming,Winter,Sunny,Annoyed/Mildly Perturbed,1:40:00,"80,975.00","1,945.00",0,0,Copper,Copper,Rusty,Base,Base,None,Training,None,10,2,3,5,1
1/9/26,"Day 7, Year 1",Farming,Winter,Sunny,Neutral,1:10:00,"82,920.00","1,898.00",0,0,Copper,Copper,Rusty,Base,Base,None,Training,None,10,2,3,5,1
1/9/26,"Day 8, Year 1",Farming,Winter,Snow,Neutral,1:10:00,"84,818.00","1,660.00",0,0,Copper,Copper,Rusty,Base,Base,None,Training,None,10,2,3,5,1
1/9/26,"Day 9, Year 1",Farming,Winter,Snow,Very Happy,0:50:00,"86,478.00","1,993.00",0,0,Copper,Copper,Rusty,Base,Base,None,Training,None,10,2,3,5,1
1/9/26,"Day 10, Year 1",Farming,Winter,Snow,Very Displeased,0:50:00,"88,471.00","2,042.00",50,"20,000.00",Copper,Copper,Rusty,Base,Base,None,Training,None,10,2,3,5,1
1/9/26,"Day 11, Year 1",Farming,Winter,Snow,Annoyed/Mildly Perturbed,1:40:00,"70,563.00","1,951.00",0,"12,790.00",Copper,Copper,Rusty,Base,Base,None,Training,None,10,2,3,5,1
1/9/26,"Day 12, Year 1",Farming,Winter,Snow,Annoyed/Mildly Perturbed,1:20:00,"59,724.00","2,329.00",0,0,Copper,Copper,Rusty,Base,Base,None,Training,None,10,2,3,5,1
1/9/26,"Day 13, Year 1",Farming,Winter,Snow,Annoyed/Mildly Perturbed,1:20:00,"62,053.00","2,115.00",0,"4,800.00",Copper,Copper,Rusty,Base,Base,None,Training,None,10,2,3,5,1
1/9/26,"Day 14, Year 1",Farming,Winter,Sunny,Annoyed/Mildly Perturbed,1:30:00,"59,368.00","2,693.00",0,0,Copper,Copper,Rusty,Base,Base,None,Training,None,10,2,3,5,1
1/9/26,"Day 15, Year 1",Farming,Winter,Sunny,Good Humor,2:20:00,"62,061.00","3,307.00",0,0,Copper,Copper,Rusty,Base,Base,None,Training,None,10,2,3,5,1
1/9/26,"Day 16, Year 1",Farming,Winter,Sunny,Good Humor,1:30:00,"65,368.00","2,065.00",0,0,Copper,Copper,Rusty,Base,Base,None,Training,None,10,2,3,5,1
1/9/26,"Day 17, Year 1",Farming,Winter,Sunny,Very Displeased,1:20:00,"67,433.00","3,021.00",0,0,Copper,Copper,Rusty,Base,Base,None,Training,None,10,2,3,5,1
1/9/26,"Day 18, Year 1",Farming,Winter,Snow,Annoyed/Mildly Perturbed,2:00:00,"70,454.00","2,650.00",0,0,Copper,Copper,Rusty,Base,Base,None,Training,None,10,2,3,5,1
1/9/26,"Day 19, Year 1",Farming,Winter,Snow,Neutral,1:20:00,"73,104.00","2,864.00",0,0,Copper,Copper,Rusty,Base,Base,None,Training,None,10,2,3,5,1
1/9/26,"Day 20, Year 1",Farming,Winter,Snow,Very Happy,1:20:00,"75,968.00","2,397.00",0,0,Copper,Copper,Rusty,Base,Base,None,Training,None,10,2,3,5,1
1/9/26,"Day 21, Year 1",Farming,Winter,Snow,Annoyed/Mildly Perturbed,1:30:00,"78,365.00","2,854.00",0,0,Copper,Copper,Rusty,Base,Base,None,Training,None,10,2,3,5,1
1/9/26,"Day 22, Year 1",Farming,Winter,Sunny,Good Humor,1:20:00,"81,219.00","2,230.00",0,50,Copper,Copper,Rusty,Base,Base,None,Training,None,10,2,3,5,1
1/9/26,"Day 23, Year 1",Farming,Winter,Sunny,Very Displeased,1:10:00,"83,399.00","1,802.00",0,0,Copper,Copper,Rusty,Base,Base,None,Training,None,10,2,3,5,1
1/9/26,"Day 24, Year 1",Farming,Winter,Snow,Annoyed/Mildly Perturbed,1:20:00,"85,201.00","2,183.00",0,0,Copper,Copper,Rusty,Base,Base,None,Training,None,10,2,3,5,1
1/9/26,"Day 25, Year 1",Farming,Winter,Sunny,Very Displeased,1:10:00,"87,384.00","3,294.00",0,0,Copper,Copper,Rusty,Base,Base,None,Training,None,10,2,3,5,1
1/9/26,"Day 26, Year 1",Farming,Winter,Snow,Good Humor,1:00:00,"90,678.00","2,205.00",0,0,Copper,Copper,Rusty,Base,Base,None,Training,None,10,2,3,5,1
1/9/26,"Day 27, Year 1",Farming,Winter,Snow,Very Displeased,1:20:00,"92,883.00","3,007.00",0,0,Copper,Copper,Rusty,Base,Base,None,Training,None,10,2,3,5,1
1/9/26,"Day 28, Year 1",Farming,Winter,Snow,Very Happy,1:30:00,"95,890.00","2,598.00",0,0,Copper,Copper,Rusty,Base,Base,None,Training,None,10,2,3,5,1
